Position,Club,Played Pl,Won W,Drawn D,Lost L,GF,GA,GD,Points Pts,Form,More,Unnamed: 12
6 Previous Position 6,Aston Villa AVL,38,15,13,10,46,35,11,58,W Saturday 15 April 2000 TOT 2-4 AVL D Saturday 22 April 2000 AVL 2-2 LEI D Saturday 29 April 2000 AVL 1-1 SUN D Saturday 6 May 2000 WIM 2-2 AVL L Sunday 14 May 2000 AVL 0-1 MUN,,
Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page,Aston Villa label.latestresult: Sunday 14 May 2000 AVL 0-1 MUN Visit Club Page
7 Previous Position 7,Sunderland SUN,38,16,10,12,57,56,1,58,W Saturday 22 April 2000 SHW 0-2 SUN L Monday 24 April 2000 SUN 0-1 BRA D Saturday 29 April 2000 AVL 1-1 SUN W Saturday 6 May 2000 SUN 1-0 WHU L Sunday 14 May 2000 TOT 3-1 SUN,,
Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Sunderland label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page
8 Previous Position 8,Leicester City LEI,38,16,7,15,55,55,0,55,D Saturday 22 April 2000 AVL 2-2 LEI W Saturday 29 April 2000 SOU 1-2 LEI W Wednesday 3 May 2000 LIV 0-2 LEI W Saturday 6 May 2000 LEI 3-0 BRA L Sunday 14 May 2000 SHW 4-0 LEI,,
Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Leicester City label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page
9 Previous Position 9,West Ham United WHU,38,15,10,13,52,53,-1,55,W Saturday 22 April 2000 WHU 5-0 COV L Saturday 29 April 2000 WHU 0-1 MID L Tuesday 2 May 2000 ARS 2-1 WHU L Saturday 6 May 2000 SUN 1-0 WHU D Sunday 14 May 2000 WHU 0-0 LEE,,
West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page,West Ham United label.latestresult: Sunday 14 May 2000 WHU 0-0 LEE Visit Club Page
10 Previous Position 11,Tottenham Hotspur TOT,38,15,8,15,57,49,8,53,W Wednesday 19 April 2000 LEI 0-1 TOT W Saturday 22 April 2000 TOT 2-0 WIM D Saturday 29 April 2000 TOT 1-1 DER L Saturday 6 May 2000 MUN 3-1 TOT W Sunday 14 May 2000 TOT 3-1 SUN,,
Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page,Tottenham Hotspur label.latestresult: Sunday 14 May 2000 TOT 3-1 SUN Visit Club Page
11 Previous Position 12,Newcastle United NEW,38,14,10,14,63,54,9,52,D Sunday 23 April 2000 NEW 2-2 LEE W Saturday 29 April 2000 NEW 2-0 COV D Tuesday 2 May 2000 MID 2-2 NEW D Saturday 6 May 2000 DER 0-0 NEW W Sunday 14 May 2000 NEW 4-2 ARS,,
Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page,Newcastle United label.latestresult: Sunday 14 May 2000 NEW 4-2 ARS Visit Club Page
12 Previous Position 13,Middlesbrough MID,38,14,10,14,46,52,-6,52,D Saturday 22 April 2000 CHE 1-1 MID W Saturday 29 April 2000 WHU 0-1 MID D Tuesday 2 May 2000 MID 2-2 NEW D Saturday 6 May 2000 MID 1-1 WAT W Sunday 14 May 2000 EVE 0-2 MID,,
Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Middlesbrough label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page
13 Previous Position 10,Everton EVE,38,12,14,12,59,49,10,50,W Saturday 15 April 2000 EVE 4-0 BRA D Friday 21 April 2000 EVE 0-0 LIV L Saturday 29 April 2000 EVE 0-1 ARS D Monday 8 May 2000 LEE 1-1 EVE L Sunday 14 May 2000 EVE 0-2 MID,,
Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page,Everton label.latestresult: Sunday 14 May 2000 EVE 0-2 MID Visit Club Page
14 Previous Position 14,Coventry City COV,38,12,8,18,47,54,-7,44,W Saturday 15 April 2000 COV 2-1 MID L Saturday 22 April 2000 WHU 5-0 COV L Saturday 29 April 2000 NEW 2-0 COV W Saturday 6 May 2000 COV 4-1 SHW L Sunday 14 May 2000 WAT 1-0 COV,,
Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page,Coventry City label.latestresult: Sunday 14 May 2000 WAT 1-0 COV Visit Club Page
15 Previous Position 15,Southampton SOU,38,12,8,18,45,62,-17,44,L Saturday 22 April 2000 SOU 1-3 MUN L Monday 24 April 2000 DER 2-0 SOU L Saturday 29 April 2000 SOU 1-2 LEI D Sunday 7 May 2000 LIV 0-0 SOU W Sunday 14 May 2000 SOU 2-0 WIM,,
Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Southampton label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page
16 Previous Position 16,Derby County DER,38,9,11,18,44,57,-13,38,D Friday 21 April 2000 BRA 4-4 DER W Monday 24 April 2000 DER 2-0 SOU D Saturday 29 April 2000 TOT 1-1 DER D Saturday 6 May 2000 DER 0-0 NEW L Sunday 14 May 2000 CHE 4-0 DER,,
Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page,Derby County label.latestresult: Sunday 14 May 2000 CHE 4-0 DER Visit Club Page
17 Previous Position 18,Bradford City BRA,38,9,9,20,38,68,-30,36,D Friday 21 April 2000 BRA 4-4 DER W Monday 24 April 2000 SUN 0-1 BRA W Sunday 30 April 2000 BRA 3-0 WIM L Saturday 6 May 2000 LEI 3-0 BRA W Sunday 14 May 2000 BRA 1-0 LIV,,
Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page,Bradford City label.latestresult: Sunday 14 May 2000 BRA 1-0 LIV Visit Club Page
18 Previous Position 17,Wimbledon WIM,38,7,12,19,46,74,-28,33,L Sunday 16 April 2000 WIM 1-2 LIV L Saturday 22 April 2000 TOT 2-0 WIM L Sunday 30 April 2000 BRA 3-0 WIM D Saturday 6 May 2000 WIM 2-2 AVL L Sunday 14 May 2000 SOU 2-0 WIM,,
Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page,Wimbledon label.latestresult: Sunday 14 May 2000 SOU 2-0 WIM Visit Club Page
19 Previous Position 19,Sheffield Wednesday SHW,38,8,7,23,38,70,-32,31,L Saturday 22 April 2000 SHW 0-2 SUN L Sunday 30 April 2000 SHW 0-3 LEE L Saturday 6 May 2000 COV 4-1 SHW D Tuesday 9 May 2000 ARS 3-3 SHW W Sunday 14 May 2000 SHW 4-0 LEI,,
Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page,Sheffield Wednesday label.latestresult: Sunday 14 May 2000 SHW 4-0 LEI Visit Club Page
20 Previous Position 20,Watford WAT,38,6,6,26,35,77,-42,24,L Sunday 23 April 2000 WAT 2-3 ARS L Saturday 29 April 2000 WAT 2-3 MUN L Wednesday 3 May 2000 LEE 3-1 WAT D Saturday 6 May 2000 MID 1-1 WAT W Sunday 14 May 2000 WAT 1-0 COV,,
